esfuerzo,Prueba,meditacion,reposo
-0.102395307,,0.005676771,-0.369789167
-0.108761827,,-0.005146314,-0.344323085
-0.102395307,,-0.001326402,-0.312490483
-0.089662266,,0.005040118,-0.318857003
-0.115128348,,0.003766814,-0.331590044
-0.115128348,,-0.003236358,-0.306123962
-0.14059443,,0.001856858,-0.248825278
-0.153327471,,0.000583554,-0.216992675
-0.166060512,,0.012679943,-0.242458757
-0.14059443,,0.012043291,-0.229725716
-0.172427032,,0.015863203,-0.210626155
-0.178793553,,0.026049636,-0.216992675
-0.197893114,,0.022229724,-0.210626155
-0.191526594,,0.017136507,-0.204259634
-0.216992675,,0.024776332,-0.197893114
-0.210626155,,0.020319768,-0.191526594
-0.236092237,,0.02095642,-0.185160073
-0.242458757,,0.031779504,-0.197893114
-0.261558319,,0.024776332,-0.191526594
-0.261558319,,0.041329285,-0.159693991
-0.236092237,,0.035599417,-0.166060512
-0.255191798,,0.038782677,-0.153327471
-0.255191798,,0.038782677,-0.166060512
-0.255191798,,0.038782677,-0.153327471
-0.229725716,,0.034326113,-0.153327471
-0.255191798,,0.0305062,-0.14059443
-0.255191798,,0.031779504,-0.153327471
-0.210626155,,0.016499855,-0.153327471
-0.229725716,,0.019683116,-0.14696095
-0.216992675,,0.018409811,-0.153327471
-0.229725716,,0.019683116,-0.121494868
-0.223359196,,0.022866376,-0.121494868
-0.261558319,,0.020319768,-0.127861389
-0.293390921,,0.003130162,-0.127861389
-0.401621769,,0.007586727,-0.121494868
-0.433454372,,0.001220206,-0.115128348
-0.484386535,,0.000583554,-0.121494868
-0.522585658,,-0.007692922,-0.108761827
-0.503486097,,-0.007692922,-0.102395307
-0.490753056,,-0.002599706,-0.108761827
-0.427087851,,-0.005146314,-0.096028786
-0.363422646,,0.006313423,-0.096028786
-0.223359196,,0.009496683,-0.102395307
-0.089662266,,0.006950075,-0.096028786
0.26049636,,-0.001963054,-0.089662266
0.534256741,,0.004403466,-0.115128348
0.585188905,,0.003130162,-0.102395307
0.648854109,,0.001220206,-0.102395307
0.680686712,,0.003130162,-0.108761827
0.247763319,,-0.002599706,-0.121494868
-0.306123962,,0.001220206,-0.096028786
-0.465286974,,-0.003236358,-0.102395307
-0.586250863,,-0.001963054,-0.096028786
-0.598983904,,0.000583554,-0.102395307
-0.598983904,,0.005040118,-0.083295745
-0.598983904,,0.001220206,-0.083295745
-0.522585658,,-5.31e-05,-0.096028786
-0.484386535,,0.008860031,-0.070562704
-0.458920454,,0.012043291,-0.096028786
-0.439820892,,0.022866376,-0.108761827
-0.41435481,,0.009496683,-0.076929225
-0.376155687,,0.005040118,-0.051463143
-0.344323085,,0.001856858,-0.064196184
-0.306123962,,0.009496683,-0.051463143
-0.255191798,,0.00249351,-0.064196184
-0.229725716,,0.016499855,-0.070562704
-0.204259634,,0.005040118,-0.064196184
-0.166060512,,0.020319768,-0.057829663
-0.14059443,,0.014589899,-0.051463143
-0.134227909,,0.012679943,-0.045096623
-0.14059443,,0.010769987,-0.051463143
-0.185160073,,0.019046464,-0.038730102
-0.178793553,,0.012043291,-0.025997061
-0.153327471,,0.007586727,-0.025997061
-0.127861389,,0.012679943,-0.032363582
-0.134227909,,0.02413968,-0.01326402
-0.102395307,,0.02732294,-0.000530979
-0.076929225,,0.031779504,-0.0068975
-0.108761827,,0.02732294,0.005835541
-0.102395307,,0.020319768,0.018568582
-0.121494868,,0.008860031,0.024935103
-0.102395307,,0.017136507,0.056767705
-0.096028786,,0.005040118,0.050401185
-0.115128348,,-0.002599706,0.056767705
-0.096028786,,0.005040118,0.037668144
-0.102395307,,-0.005782966,0.056767705
-0.102395307,,-0.001963054,0.050401185
-0.089662266,,-0.004509662,0.056767705
-0.076929225,,0.005676771,0.044034664
-0.045096623,,0.001856858,0.037668144
-0.064196184,,0.000583554,0.056767705
-0.064196184,,-0.006419618,0.050401185
-0.064196184,,0.010769987,0.050401185
-0.045096623,,-0.00068975,0.056767705
-0.032363582,,0.00249351,0.044034664
-0.019630541,,0.001220206,0.050401185
-0.000530979,,-0.004509662,0.037668144
0.024935103,,0.000583554,0.050401185
-0.000530979,,-0.005146314,0.031301623
-0.025997061,,0.001856858,0.024935103
-0.0068975,,-0.00387301,0.024935103
0.005835541,,0.006950075,-0.000530979
0.012202062,,0.000583554,-0.000530979
0.050401185,,0.009496683,-0.025997061
0.031301623,,0.00249351,-0.032363582
0.063134226,,0.005040118,-0.038730102
0.094966828,,-5.31e-05,-0.057829663
0.075867267,,0.015226551,-0.064196184
0.069500746,,0.022866376,-0.083295745
0.088600307,,0.009496683,-0.108761827
0.114066389,,0.003130162,-0.134227909
0.171365074,,0.005676771,-0.134227909
0.139532471,,0.016499855,-0.153327471
0.171365074,,0.010133335,-0.172427032
0.190464635,,0.001856858,-0.159693991
0.177731594,,0.015226551,-0.191526594
0.177731594,,0.008860031,-0.197893114
0.196831156,,0.007586727,-0.197893114
0.171365074,,0.010133335,-0.210626155
0.190464635,,0.011406639,-0.210626155
0.196831156,,0.006313423,-0.236092237
0.203197676,,0.014589899,-0.216992675
0.184098115,,0.008223379,-0.236092237
0.177731594,,0.007586727,-0.229725716
0.133165951,,0.012679943,-0.210626155
0.133165951,,0.012043291,-0.229725716
0.139532471,,0.016499855,-0.236092237
0.094966828,,0.022866376,-0.216992675
0.082233787,,0.019046464,-0.236092237
0.056767705,,0.026686288,-0.216992675
0.024935103,,0.010769987,-0.242458757
0.024935103,,0.015863203,-0.229725716
-0.000530979,,0.012679943,-0.236092237
-0.0068975,,0.018409811,-0.236092237
-0.038730102,,0.012679943,-0.229725716
-0.064196184,,0.017773159,-0.223359196
-0.076929225,,0.017773159,-0.229725716
-0.089662266,,0.013953247,-0.197893114
-0.127861389,,0.005676771,-0.204259634
-0.14059443,,0.011406639,-0.191526594
-0.159693991,,-5.31e-05,-0.204259634
-0.197893114,,0.005040118,-0.191526594
-0.197893114,,0.007586727,-0.178793553
-0.204259634,,-5.31e-05,-0.204259634
-0.255191798,,-0.00387301,-0.210626155
-0.197893114,,-0.002599706,-0.178793553
-0.185160073,,-0.011512835,-0.197893114
-0.229725716,,-0.00705627,-0.197893114
-0.229725716,,-0.007692922,-0.178793553
-0.248825278,,0.00249351,-0.191526594
-0.255191798,,0.00249351,-0.178793553
-0.204259634,,0.005676771,-0.210626155
-0.229725716,,0.006950075,-0.204259634
-0.166060512,,0.001220206,-0.178793553
-0.153327471,,0.007586727,-0.191526594
-0.172427032,,0.005040118,-0.178793553
-0.185160073,,0.015863203,-0.166060512
-0.178793553,,0.005040118,-0.14696095
-0.191526594,,0.006950075,-0.153327471
-0.216992675,,0.015863203,-0.153327471
-0.236092237,,0.012043291,-0.14059443
-0.210626155,,0.015863203,-0.166060512
-0.210626155,,0.018409811,-0.159693991
-0.210626155,,0.020319768,-0.178793553
-0.223359196,,0.020319768,-0.172427032
-0.229725716,,0.019046464,-0.159693991
-0.172427032,,0.019683116,-0.172427032
-0.159693991,,0.023503028,-0.178793553
-0.153327471,,0.022229724,-0.14696095
-0.134227909,,0.036872721,-0.153327471
-0.134227909,,0.036236069,-0.14059443
-0.14696095,,0.027959592,-0.121494868
-0.159693991,,0.028596244,-0.121494868
-0.108761827,,0.031142852,-0.096028786
-0.14059443,,0.027959592,-0.076929225
-0.153327471,,0.022866376,-0.076929225
-0.14696095,,0.027959592,-0.076929225
-0.153327471,,0.022229724,-0.057829663
-0.121494868,,0.033689461,-0.076929225
-0.191526594,,0.035599417,-0.102395307
-0.191526594,,0.034962765,-0.070562704
-0.159693991,,0.022866376,-0.070562704
-0.204259634,,0.019683116,-0.089662266
-0.204259634,,0.024776332,-0.096028786
-0.204259634,,0.017773159,-0.083295745
-0.166060512,,0.025412984,-0.064196184
-0.185160073,,0.029869548,-0.083295745
-0.178793553,,0.026049636,-0.089662266
-0.197893114,,0.022866376,-0.089662266
-0.242458757,,0.0305062,-0.127861389
-0.261558319,,0.015226551,-0.134227909
-0.27429136,,0.023503028,-0.159693991
-0.306123962,,0.029232896,-0.172427032
-0.267924839,,0.036236069,-0.185160073
-0.293390921,,0.02413968,-0.191526594
-0.293390921,,0.028596244,-0.191526594
-0.287024401,,0.043239241,-0.191526594
-0.267924839,,0.020319768,-0.197893114
-0.255191798,,0.02732294,-0.204259634
-0.255191798,,0.027959592,-0.191526594
-0.242458757,,0.025412984,-0.178793553
-0.267924839,,0.023503028,-0.204259634
-0.242458757,,0.021593072,-0.185160073
-0.248825278,,0.017773159,-0.204259634
-0.236092237,,0.027959592,-0.223359196
-0.267924839,,0.022229724,-0.210626155
-0.293390921,,0.012043291,-0.229725716
-0.28065788,,0.017773159,-0.204259634
-0.318857003,,0.02732294,-0.197893114
-0.369789167,,0.033052809,-0.191526594
-0.446187413,,0.0305062,-0.185160073
-0.484386535,,0.022866376,-0.185160073
-0.560784781,,0.024776332,-0.178793553
-0.509852617,,0.023503028,-0.185160073
-0.484386535,,0.029232896,-0.191526594
-0.439820892,,0.025412984,-0.185160073
-0.388888728,,0.02732294,-0.197893114
-0.287024401,,0.019683116,-0.191526594
-0.14059443,,0.023503028,-0.204259634
0.094966828,,0.02095642,-0.191526594
0.426025893,,0.017773159,-0.204259634
0.578822384,,0.015226551,-0.197893114
0.680686712,,0.023503028,-0.210626155
0.706152794,,0.0305062,-0.216992675
0.330528086,,0.0305062,-0.197893114
-0.178793553,,0.026686288,-0.185160073
-0.554418261,,0.020319768,-0.229725716
-0.611716945,,0.024776332,-0.236092237
-0.719947793,,0.02732294,-0.287024401
-0.649916068,,0.026686288,-0.357056126
-0.643549547,,0.029869548,-0.382522208
-0.637183027,,0.021593072,-0.427087851
-0.605350425,,0.013953247,-0.41435481
-0.54805174,,0.013953247,-0.41435481
-0.535318699,,0.005676771,-0.363422646
-0.554418261,,0.020319768,-0.267924839
-0.484386535,,0.009496683,-0.134227909
-0.376155687,,0.019683116,-0.000530979
-0.369789167,,-5.31e-05,0.266862881
-0.325223524,,0.006313423,0.629754548
-0.299757442,,0.003766814,0.973546654
-0.229725716,,0.014589899,0.992646215
-0.242458757,,0.012679943,0.992646215
-0.166060512,,0.02413968,0.973546654
-0.197893114,,0.027959592,0.546989782
-0.14696095,,0.010133335,0.069500746
-0.166060512,,0.009496683,-0.382522208
-0.14696095,,0.005676771,-0.395255249
-0.178793553,,0.015226551,-0.427087851
-0.172427032,,0.019046464,-0.484386535
-0.166060512,,0.028596244,-0.446187413
-0.172427032,,0.02732294,-0.382522208
-0.127861389,,0.022229724,-0.357056126
-0.14059443,,0.017136507,-0.331590044
-0.134227909,,0.007586727,-0.325223524
-0.102395307,,0.012043291,-0.331590044
-0.076929225,,0.008860031,-0.337956564
-0.134227909,,0.012043291,-0.28065788
-0.102395307,,0.000583554,-0.242458757
-0.108761827,,0.005676771,-0.216992675
-0.115128348,,0.006313423,-0.204259634
-0.108761827,,0.012679943,-0.197893114
-0.108761827,,0.015863203,-0.185160073
-0.096028786,,0.015863203,-0.178793553
-0.153327471,,0.012679943,-0.178793553
-0.108761827,,0.014589899,-0.197893114
-0.102395307,,0.014589899,-0.191526594
-0.096028786,,0.017136507,-0.185160073
-0.064196184,,0.016499855,-0.178793553
-0.102395307,,0.02095642,-0.172427032
-0.115128348,,0.008223379,-0.166060512
-0.089662266,,0.015863203,-0.153327471
-0.083295745,,0.015226551,-0.166060512
-0.051463143,,0.014589899,-0.159693991
-0.032363582,,0.015226551,-0.153327471
-0.0068975,,0.017136507,-0.153327471
-0.025997061,,0.015863203,-0.153327471
-0.025997061,,0.009496683,-0.166060512
-0.000530979,,0.008860031,-0.14696095
-0.000530979,,0.006950075,-0.14696095
-0.025997061,,0.011406639,-0.153327471
-0.025997061,,0.007586727,-0.14059443
0.044034664,,0.008860031,-0.153327471
0.056767705,,0.005040118,-0.166060512
0.082233787,,-0.00068975,-0.159693991
0.107699869,,-5.31e-05,-0.14059443
0.101333348,,-0.001963054,-0.14696095
0.184098115,,-0.005146314,-0.14696095
0.177731594,,-0.005782966,-0.166060512
0.139532471,,0.000583554,-0.134227909
0.190464635,,-0.007692922,-0.134227909
0.171365074,,0.008860031,-0.121494868
0.171365074,,0.005676771,-0.153327471
0.190464635,,-0.003236358,-0.159693991
0.177731594,,-0.001326402,-0.153327471
0.184098115,,-0.008329575,-0.134227909
0.177731594,,-0.007692922,-0.14696095
0.171365074,,0.004403466,-0.127861389
0.145898992,,0.006950075,-0.121494868
0.164998553,,-0.005782966,-0.115128348
0.094966828,,0.006950075,-0.127861389
0.088600307,,0.009496683,-0.102395307
0.075867267,,0.000583554,-0.096028786
0.056767705,,0.006950075,-0.096028786
0.012202062,,0.014589899,-0.102395307
-0.032363582,,0.022866376,-0.108761827
-0.032363582,,0.026049636,-0.089662266
-0.025997061,,0.012679943,-0.096028786
-0.064196184,,0.019046464,-0.108761827
-0.096028786,,0.02732294,-0.121494868
-0.096028786,,0.018409811,-0.127861389
-0.14696095,,0.025412984,-0.108761827
-0.178793553,,0.024776332,-0.127861389
-0.185160073,,0.016499855,-0.102395307
-0.204259634,,0.009496683,-0.115128348
-0.216992675,,0.014589899,-0.089662266
-0.261558319,,0.013316595,-0.076929225
-0.242458757,,0.006313423,-0.070562704
-0.229725716,,0.028596244,-0.064196184
-0.261558319,,0.001220206,-0.038730102
-0.229725716,,0.010133335,-0.051463143
-0.191526594,,0.013316595,-0.038730102
-0.197893114,,0.013953247,-0.019630541
-0.229725716,,0.020319768,-0.045096623
-0.216992675,,0.015863203,-0.032363582
-0.261558319,,0.017136507,-0.038730102
-0.267924839,,0.017773159,-0.038730102
-0.261558319,,0.008860031,-0.025997061
-0.236092237,,0.012679943,-0.032363582
-0.229725716,,0.011406639,-0.032363582
-0.223359196,,0.007586727,-0.01326402
-0.236092237,,0.003766814,0.005835541
-0.216992675,,0.005040118,-0.0068975
-0.229725716,,0.005676771,-0.01326402
-0.236092237,,0.005676771,0.024935103
-0.287024401,,0.007586727,0.037668144
-0.293390921,,-0.005146314,0.018568582
-0.261558319,,0.012679943,0.024935103
-0.229725716,,0.000583554,0.018568582
-0.185160073,,0.005040118,0.031301623
-0.185160073,,0.005040118,0.012202062
-0.172427032,,0.013953247,0.044034664
-0.172427032,,0.008223379,0.024935103
-0.14696095,,0.010133335,0.044034664
-0.14696095,,0.015863203,0.031301623
-0.153327471,,0.000583554,0.031301623
-0.153327471,,0.009496683,0.037668144
-0.14696095,,0.010133335,0.012202062
-0.115128348,,0.007586727,0.018568582
-0.108761827,,0.010769987,0.024935103
-0.108761827,,0.006950075,0.018568582
-0.102395307,,0.024776332,-0.000530979
-0.108761827,,0.016499855,-0.0068975
-0.121494868,,0.02095642,-0.045096623
-0.14059443,,0.010769987,-0.045096623
-0.159693991,,0.023503028,-0.051463143
-0.159693991,,0.020319768,-0.057829663
-0.178793553,,0.025412984,-0.076929225
-0.166060512,,0.016499855,-0.089662266
-0.153327471,,0.022229724,-0.102395307
-0.159693991,,0.025412984,-0.108761827
-0.185160073,,0.026049636,-0.121494868
-0.261558319,,0.024776332,-0.14696095
-0.287024401,,0.028596244,-0.159693991
-0.318857003,,0.025412984,-0.178793553
-0.306123962,,0.038782677,-0.191526594
-0.306123962,,0.029869548,-0.191526594
-0.318857003,,0.02095642,-0.204259634
-0.299757442,,0.015226551,-0.204259634
-0.299757442,,0.009496683,-0.210626155
-0.267924839,,0.008860031,-0.229725716
-0.299757442,,0.010133335,-0.242458757
-0.255191798,,0.011406639,-0.248825278
-0.27429136,,0.010769987,-0.248825278
-0.28065788,,0.007586727,-0.267924839
-0.287024401,,0.011406639,-0.242458757
-0.267924839,,0.008860031,-0.255191798
-0.261558319,,0.006313423,-0.236092237
-0.28065788,,0.007586727,-0.27429136
-0.229725716,,0.010769987,-0.242458757
-0.255191798,,0.005676771,-0.255191798
-0.28065788,,-0.001326402,-0.261558319
-0.28065788,,-0.00068975,-0.242458757
-0.318857003,,0.005676771,-0.255191798
-0.382522208,,0.007586727,-0.236092237
-0.388888728,,0.00249351,-0.248825278
-0.471653495,,0.005040118,-0.27429136
-0.439820892,,0.012043291,-0.261558319
-0.41435481,,-0.00068975,-0.236092237
-0.401621769,,-0.001963054,-0.248825278
-0.357056126,,-0.003236358,-0.255191798
-0.27429136,,0.001220206,-0.255191798
-0.216992675,,0.005676771,-0.236092237
-0.076929225,,0.009496683,-0.229725716
0.158632033,,0.003766814,-0.255191798
0.464225016,,-0.00068975,-0.242458757
0.591555425,,0.005676771,-0.223359196
0.706152794,,0.003130162,-0.236092237
0.750718437,,0.005676771,-0.229725716
0.419659372,,0.009496683,-0.223359196
-0.127861389,,0.022229724,-0.216992675
-0.516219138,,0.008860031,-0.210626155
-0.637183027,,0.028596244,-0.216992675
-0.707214752,,0.017773159,-0.229725716
-0.67538215,,0.025412984,-0.223359196
-0.68174867,,0.026686288,-0.204259634
-0.611716945,,0.026049636,-0.178793553
-0.611716945,,0.026686288,-0.191526594
-0.554418261,,0.027959592,-0.191526594
-0.528952179,,0.022229724,-0.172427032
-0.528952179,,0.015863203,-0.191526594
-0.465286974,,0.024776332,-0.178793553
-0.420721331,,0.034962765,-0.204259634
-0.376155687,,0.035599417,-0.185160073
-0.318857003,,0.016499855,-0.210626155
-0.248825278,,0.02413968,-0.191526594
-0.216992675,,0.017136507,-0.204259634
-0.204259634,,0.019683116,-0.210626155
-0.204259634,,0.016499855,-0.178793553
-0.185160073,,0.025412984,-0.204259634
-0.197893114,,0.013953247,-0.14059443
-0.197893114,,-0.001326402,-0.166060512
-0.204259634,,0.003766814,-0.127861389
-0.185160073,,0.010769987,-0.14696095
-0.14696095,,0.005676771,-0.134227909
-0.127861389,,-0.002599706,-0.089662266
-0.076929225,,0.013953247,-0.089662266
-0.108761827,,0.007586727,-0.070562704
-0.096028786,,0.012043291,-0.070562704
-0.115128348,,0.009496683,-0.096028786
-0.102395307,,0.009496683,-0.108761827
-0.14059443,,0.005676771,-0.127861389
-0.108761827,,0.008860031,-0.121494868
-0.096028786,,0.010133335,-0.108761827
-0.115128348,,0.013953247,-0.134227909
-0.108761827,,0.02095642,-0.102395307
-0.121494868,,0.010133335,-0.102395307
-0.102395307,,0.006313423,-0.096028786
-0.083295745,,0.014589899,-0.108761827
-0.057829663,,0.017136507,-0.108761827
-0.01326402,,0.010769987,-0.115128348
-0.019630541,,0.003766814,-0.121494868
-0.032363582,,-0.001963054,-0.153327471
-0.051463143,,-0.005782966,-0.191526594
-0.051463143,,0.001856858,-0.216992675
-0.025997061,,0.005040118,-0.210626155
0.012202062,,-0.00387301,-0.197893114
-0.01326402,,0.001220206,-0.216992675
0.031301623,,-0.004509662,-0.204259634
-0.000530979,,-0.003236358,-0.216992675
-0.01326402,,-0.00705627,-0.236092237
0.018568582,,-0.008966227,-0.236092237
0.024935103,,-0.008966227,-0.236092237
0.037668144,,0.004403466,-0.248825278
0.031301623,,0.005676771,-0.236092237
0.050401185,,-0.014059443,-0.216992675
0.088600307,,-0.015969399,-0.210626155
0.107699869,,-0.00387301,-0.236092237
0.12043291,,0.001220206,-0.242458757
0.12043291,,-0.010876183,-0.216992675
0.145898992,,-0.007692922,-0.229725716
0.171365074,,-0.00387301,-0.236092237
0.215930717,,-0.018516007,-0.248825278
0.203197676,,0.006950075,-0.255191798
0.203197676,,0.001220206,-0.248825278
0.196831156,,-5.31e-05,-0.267924839
0.215930717,,0.012679943,-0.236092237
0.215930717,,0.009496683,-0.236092237
0.26049636,,0.012043291,-0.229725716
0.203197676,,0.016499855,-0.248825278
0.203197676,,0.015226551,-0.229725716
0.209564197,,0.013953247,-0.223359196
0.152265512,,0.015226551,-0.223359196
0.12679943,,0.015863203,-0.223359196
0.145898992,,0.012679943,-0.229725716
0.094966828,,0.013316595,-0.216992675
0.037668144,,0.012679943,-0.216992675
0.094966828,,0.017136507,-0.229725716
0.063134226,,0.016499855,-0.242458757
0.069500746,,0.02095642,-0.318857003
0.024935103,,0.006313423,-0.376155687
0.056767705,,0.020319768,-0.40798829
0.024935103,,0.016499855,-0.420721331
-0.01326402,,0.015863203,-0.427087851
-0.064196184,,0.013953247,-0.420721331
-0.076929225,,0.012043291,-0.388888728
-0.108761827,,0.009496683,-0.331590044
-0.096028786,,0.02095642,-0.267924839
-0.102395307,,0.015226551,-0.127861389
-0.115128348,,0.020319768,0.012202062
-0.172427032,,0.015226551,0.336894606
-0.166060512,,0.008860031,0.687053232
-0.197893114,,0.015226551,0.814383642
-0.210626155,,0.022866376,0.858949285
-0.178793553,,0.019046464,0.865315806
-0.178793553,,0.003766814,0.648854109
-0.210626155,,0.008860031,0.037668144
-0.185160073,,0.004403466,-0.427087851
-0.159693991,,0.013953247,-0.490753056
-0.197893114,,0.001220206,-0.567151302
-0.197893114,,0.004403466,-0.522585658
-0.191526594,,0.001220206,-0.535318699
-0.191526594,,0.005040118,-0.452553933
-0.210626155,,-0.008329575,-0.458920454
-0.191526594,,-5.31e-05,-0.382522208
-0.197893114,,-0.005782966,-0.382522208
-0.191526594,,0.006950075,-0.363422646
-0.172427032,,0.008223379,-0.344323085
-0.166060512,,0.001220206,-0.331590044
-0.178793553,,0.000583554,-0.306123962
-0.197893114,,-0.013422791,-0.293390921
-0.197893114,,-0.006419618,-0.261558319
-0.236092237,,-0.00705627,-0.204259634
-0.197893114,,-0.012786139,-0.204259634
